Time, Measurement
461.517334,5.203000
461.532410,5.203000
461.557587,5.204000
461.572540,5.204000
461.597931,5.203000
461.618042,5.203000
461.638184,5.203000
461.658203,5.205000
461.678436,5.205000
461.698425,5.205000
461.718933,5.205000
461.738739,5.206000
461.754059,5.206000
461.774139,5.207000
461.799652,5.208000
461.819458,5.207000
461.839569,5.207000
461.859558,5.207000
461.874603,5.207000
461.899841,5.207000
461.920135,5.206000
461.935089,5.206000
461.955200,5.204000
461.980591,5.204000
462.000732,5.204000
462.010742,5.204000
462.035736,5.204000
462.060913,5.204000
462.076294,5.205000
462.096161,5.204000
462.121460,5.206000
462.136597,5.206000
462.156586,5.206000
462.176849,5.207000
462.202026,5.208000
462.216980,5.208000
462.237305,5.209000
462.257294,5.209000
462.277405,5.210000
462.292603,5.211000
462.317657,5.212000
462.337952,5.213000
462.357941,5.212000
462.378113,5.214000
462.398254,5.214000
462.418396,5.213000
462.438599,5.213000
462.458710,5.213000
462.478821,5.211000
462.493927,5.211000
462.519073,5.212000
462.539307,5.213000
462.554413,5.213000
462.579529,5.214000
462.599731,5.214000
462.619751,5.215000
462.639954,5.216000
462.660034,5.216000
462.680145,5.217000
462.700409,5.218000
462.715454,5.218000
462.740601,5.217000
462.755707,5.217000
462.775879,5.216000
462.796173,5.216000
462.821259,5.218000
462.841278,5.219000
462.856415,5.219000
462.876587,5.220000
462.901672,5.220000
462.921967,5.221000
462.941956,5.221000
462.957245,5.223000
462.982422,5.222000
462.992401,5.221000
463.022675,5.221000
463.042664,5.222000
463.052917,5.222000
463.078308,5.221000
463.103180,5.220000
463.123383,5.220000
463.143311,5.220000
463.163544,5.219000
463.168701,5.219000
463.173553,5.219000
463.223907,5.221000
463.239044,5.221000
463.259186,5.221000
463.279327,5.221000
463.299469,5.221000
463.319641,5.221000
463.334717,5.221000
463.359924,5.222000
463.380371,5.222000
463.395111,5.222000
463.415253,5.221000
463.440430,5.222000
463.460541,5.222000
463.475861,5.222000
463.501007,5.223000
463.521027,5.223000
463.541565,5.222000
463.561249,5.223000
463.581390,5.224000
463.596466,5.224000
463.621735,5.224000
463.641937,5.224000
463.656952,5.225000
463.682098,5.224000
463.697266,5.224000
463.722382,5.225000
463.742615,5.224000
463.757690,5.224000
463.782806,5.222000
463.803101,5.221000
463.818024,5.222000
463.843231,5.221000
463.863342,5.221000
463.873383,5.221000
463.898682,5.221000
463.923798,5.221000
463.943909,5.221000
463.958984,5.222000
463.984222,5.223000
464.004333,5.223000
464.024872,5.223000
464.044586,5.224000
464.064911,5.223000
464.079773,5.223000
464.105103,5.223000
464.120087,5.223000
464.145294,5.223000
464.165527,5.224000
464.180725,5.224000
464.200867,5.224000
464.225952,5.224000
464.240875,5.223000
464.266144,5.222000
464.286255,5.222000
464.301453,5.222000
464.321411,5.222000
464.341644,5.221000
464.361877,5.221000
464.381989,5.221000
464.402222,5.221000
464.422363,5.220000
464.442322,5.220000
464.457733,5.220000
464.482513,5.220000
464.502716,5.220000
464.517883,5.219000
464.543030,5.220000
464.563141,5.220000
464.578400,5.220000
464.603455,5.221000
464.618774,5.221000
464.638702,5.221000
464.663910,5.222000
464.684082,5.224000
464.699249,5.224000
464.724274,5.223000
464.744385,5.224000
464.764526,5.225000
464.784851,5.224000
464.804749,5.223000
464.824982,5.224000
464.845032,5.225000
464.865265,5.225000
464.885345,5.225000
464.905487,5.226000
464.925720,5.225000
464.935638,5.225000
464.965881,5.226000
464.986084,5.225000
464.996063,5.226000
465.026398,5.226000
465.046661,5.227000
465.061737,5.227000
465.086853,5.228000
465.101929,5.227000
465.126953,5.227000
465.142365,5.227000
465.162262,5.227000
465.187531,5.227000
465.207672,5.227000
465.222778,5.227000
465.247772,5.227000
465.268036,5.226000
465.283112,5.226000
465.308228,5.226000
465.328522,5.225000
465.343658,5.225000
465.363647,5.226000
465.388824,5.226000
465.404053,5.226000
465.424103,5.227000
465.439087,5.228000
465.464844,5.229000
465.484406,5.230000
465.504669,5.229000
465.524750,5.229000
465.545074,5.229000
465.565491,5.228000
465.585205,5.228000
465.605408,5.227000
465.625580,5.227000
465.645508,5.226000
465.666107,5.226000
465.680786,5.226000
465.706177,5.226000
465.726318,5.226000
465.746368,5.225000
465.766541,5.224000
465.781403,5.225000
465.806671,5.225000
465.827057,5.225000
465.841858,5.225000
465.867310,5.225000
465.887268,5.225000
465.907471,5.224000
465.922546,5.225000
465.947754,5.225000
465.952759,5.225000
465.988190,5.224000
466.007996,5.225000
466.023315,5.225000
466.048523,5.226000
466.068604,5.226000
466.088623,5.226000
466.108856,5.226000
466.128876,5.226000
466.149231,5.226000
466.169128,5.227000
466.189423,5.226000
466.204315,5.226000
466.229645,5.227000
466.244629,5.228000
466.264709,5.228000
466.279999,5.228000
466.310577,5.229000
466.325226,5.228000
466.345856,5.228000
466.365540,5.228000
466.385590,5.230000
466.405670,5.230000
466.425781,5.230000
466.446259,5.231000
466.451080,5.231000
466.486267,5.230000
466.506439,5.231000
466.526489,5.232000
466.546967,5.233000
466.566772,5.234000
466.586914,5.235000
466.607422,5.235000
466.627197,5.235000
466.647797,5.236000
466.667603,5.235000
466.687592,5.236000
466.707886,5.236000
466.727875,5.236000
466.748047,5.236000
466.768463,5.236000
466.788300,5.237000
466.808563,5.238000
466.823669,5.239000
466.843781,5.240000
466.858765,5.240000
466.888977,5.240000
466.909180,5.239000
466.929382,5.239000
466.944397,5.239000
466.965088,5.239000
466.989716,5.239000
467.009796,5.238000
467.029938,5.238000
467.050201,5.239000
467.065582,5.239000
467.085358,5.240000
467.110535,5.240000
467.130798,5.241000
467.150787,5.242000
467.170898,5.242000
467.186035,5.242000
467.211212,5.242000
467.231415,5.241000
467.246490,5.241000
467.271759,5.241000
467.286926,5.242000
467.306885,5.241000
467.332031,5.241000
467.352081,5.240000
467.372284,5.239000
467.387482,5.239000
467.412537,5.238000
467.427765,5.238000
467.452972,5.237000
467.472992,5.239000
467.488342,5.239000
467.508209,5.240000
467.528381,5.240000
467.548523,5.241000
467.563690,5.242000
467.588959,5.242000
467.608978,5.242000
467.629211,5.242000
467.649261,5.241000
467.669342,5.242000
467.689484,5.241000
467.709961,5.242000
467.729797,5.242000
467.750092,5.242000
467.770050,5.243000
467.790222,5.243000
467.805267,5.243000
467.830475,5.243000
467.850586,5.243000
467.865662,5.243000
467.890900,5.243000
467.911163,5.244000
467.926147,5.244000
467.951416,5.244000
467.971436,5.243000
467.986816,5.244000
468.012024,5.244000
468.031799,5.244000
468.052002,5.245000
468.072174,5.244000
468.092224,5.244000
468.112366,5.244000
468.122559,5.244000
468.152679,5.244000
468.172943,5.245000
468.192932,5.245000
468.213135,5.245000
468.233215,5.244000
468.253418,5.244000
468.273560,5.245000
468.288605,5.246000
468.308716,5.246000
468.334076,5.246000
468.348938,5.245000
468.369324,5.246000
468.394318,5.246000
468.399475,5.246000
468.429535,5.246000
468.454742,5.246000
468.469971,5.246000
468.490173,5.244000
468.515442,5.245000
468.530426,5.244000
468.550293,5.244000
468.575562,5.245000
468.595825,5.245000
468.610809,5.245000
468.631195,5.246000
468.651093,5.246000
468.671204,5.246000
468.691437,5.247000
468.711426,5.248000
468.731689,5.248000
468.751953,5.248000
468.771912,5.248000
468.792114,5.248000
468.812286,5.248000
468.832306,5.249000
468.852417,5.248000
468.872498,5.248000
468.877625,5.248000
468.888397,5.249000
468.928131,5.249000
468.953339,5.250000
468.973297,5.251000
468.993378,5.251000
469.013580,5.251000
469.033630,5.250000
469.048889,5.250000
469.073975,5.250000
