Time, Measurement
464.563141,0.246000
464.578400,0.247000
464.603455,0.250000
464.618774,0.249000
464.638702,0.245000
464.663910,0.243000
464.684082,0.244000
464.699249,0.244000
464.724274,0.245000
464.744385,0.246000
464.764526,0.247000
464.784851,0.248000
464.804749,0.249000
464.824982,0.247000
464.845032,0.247000
464.865265,0.249000
464.885345,0.251000
464.905487,0.253000
464.925720,0.253000
464.935638,0.255000
464.965881,0.255000
464.986084,0.258000
464.996063,0.259000
465.026398,0.261000
465.046661,0.259000
465.061737,0.257000
465.086853,0.256000
465.101929,0.257000
465.126953,0.257000
465.142365,0.257000
465.162262,0.258000
465.187531,0.261000
465.207672,0.263000
465.222778,0.264000
465.247772,0.266000
465.268036,0.268000
465.283112,0.269000
465.308228,0.266000
465.328522,0.265000
465.343658,0.265000
465.363647,0.266000
465.388824,0.267000
465.404053,0.265000
465.424103,0.263000
465.439087,0.265000
465.464844,0.265000
465.484406,0.266000
465.504669,0.269000
465.524750,0.269000
465.545074,0.269000
465.565491,0.272000
465.585205,0.272000
465.605408,0.275000
465.625580,0.277000
465.645508,0.278000
465.666107,0.279000
465.680786,0.280000
465.706177,0.282000
465.726318,0.283000
465.746368,0.286000
465.766541,0.287000
465.781403,0.288000
465.806671,0.286000
465.827057,0.289000
465.841858,0.290000
465.867310,0.292000
465.887268,0.294000
465.907471,0.296000
465.922546,0.298000
465.947754,0.297000
465.952759,0.297000
465.988190,0.290000
466.007996,0.287000
466.023315,0.286000
466.048523,0.287000
466.068604,0.284000
466.088623,0.280000
466.108856,0.277000
466.128876,0.274000
466.149231,0.273000
466.169128,0.275000
466.189423,0.276000
466.204315,0.278000
466.229645,0.279000
466.244629,0.277000
466.264709,0.274000
466.279999,0.271000
466.310577,0.266000
466.325226,0.265000
466.345856,0.263000
466.365540,0.265000
466.385590,0.266000
466.405670,0.264000
466.425781,0.265000
466.446259,0.267000
466.451080,0.268000
466.486267,0.273000
466.506439,0.275000
466.526489,0.277000
466.546967,0.277000
466.566772,0.279000
466.586914,0.279000
466.607422,0.281000
466.627197,0.283000
466.647797,0.285000
466.667603,0.287000
466.687592,0.289000
466.707886,0.286000
466.727875,0.287000
466.748047,0.289000
466.768463,0.286000
466.788300,0.282000
466.808563,0.283000
466.823669,0.284000
466.843781,0.285000
466.858765,0.286000
466.888977,0.289000
466.909180,0.291000
466.929382,0.292000
466.944397,0.293000
466.965088,0.294000
466.989716,0.303000
467.009796,0.310000
467.029938,0.317000
467.050201,0.323000
467.065582,0.328000
467.085358,0.334000
467.110535,0.341000
467.130798,0.347000
467.150787,0.354000
467.170898,0.362000
467.186035,0.363000
467.211212,0.361000
467.231415,0.359000
467.246490,0.361000
467.271759,0.362000
467.286926,0.363000
467.306885,0.364000
467.332031,0.365000
467.352081,0.365000
467.372284,0.364000
467.387482,0.363000
467.412537,0.363000
467.427765,0.360000
467.452972,0.354000
467.472992,0.350000
467.488342,0.347000
467.508209,0.345000
467.528381,0.346000
467.548523,0.346000
467.563690,0.346000
467.588959,0.347000
467.608978,0.348000
467.629211,0.344000
467.649261,0.340000
467.669342,0.337000
467.689484,0.335000
467.709961,0.329000
467.729797,0.329000
467.750092,0.330000
467.770050,0.330000
467.790222,0.325000
467.805267,0.325000
467.830475,0.327000
467.850586,0.329000
467.865662,0.328000
467.890900,0.329000
467.911163,0.330000
467.926147,0.331000
467.951416,0.332000
467.971436,0.333000
467.986816,0.333000
468.012024,0.329000
468.031799,0.330000
468.052002,0.331000
468.072174,0.331000
468.092224,0.328000
468.112366,0.325000
468.122559,0.325000
468.152679,0.326000
468.172943,0.325000
468.192932,0.320000
468.213135,0.318000
468.233215,0.320000
468.253418,0.320000
468.273560,0.319000
468.288605,0.316000
468.308716,0.314000
468.334076,0.315000
468.348938,0.315000
468.369324,0.311000
468.394318,0.311000
468.399475,0.311000
468.429535,0.306000
468.454742,0.303000
468.469971,0.305000
468.490173,0.306000
468.515442,0.308000
468.530426,0.307000
468.550293,0.303000
468.575562,0.302000
468.595825,0.302000
468.610809,0.303000
468.631195,0.304000
468.651093,0.304000
468.671204,0.305000
468.691437,0.305000
468.711426,0.306000
468.731689,0.307000
468.751953,0.308000
468.771912,0.311000
468.792114,0.312000
468.812286,0.313000
468.832306,0.314000
468.852417,0.316000
468.872498,0.317000
468.877625,0.317000
468.888397,0.318000
468.928131,0.321000
468.953339,0.322000
468.973297,0.322000
468.993378,0.320000
469.013580,0.321000
469.033630,0.322000
469.048889,0.323000
469.073975,0.326000
