Time, Measurement
460.354248,-0.133000
460.374268,-0.135000
460.394562,-0.137000
460.415009,-0.139000
460.434784,-0.141000
460.464996,-0.144000
460.515442,-0.146000
460.535431,-0.148000
460.545807,-0.149000
460.575836,-0.151000
460.595917,-0.151000
460.615997,-0.153000
460.631226,-0.155000
460.651245,-0.156000
460.676666,-0.160000
460.691528,-0.161000
460.716705,-0.163000
460.736847,-0.165000
460.756989,-0.167000
460.777039,-0.170000
460.797241,-0.171000
460.817383,-0.172000
460.832642,-0.173000
460.852722,-0.174000
460.872955,-0.175000
460.897919,-0.177000
460.918121,-0.178000
460.933167,-0.178000
460.958344,-0.174000
460.978485,-0.176000
460.998840,-0.175000
461.013794,-0.173000
461.028809,-0.175000
461.053955,-0.178000
461.079254,-0.174000
461.094482,-0.172000
461.114532,-0.169000
461.134552,-0.165000
461.159912,-0.161000
461.174927,-0.157000
461.195679,-0.153000
461.215424,-0.151000
461.235535,-0.148000
461.255432,-0.149000
461.275635,-0.150000
461.295959,-0.149000
461.310699,-0.147000
461.336029,-0.149000
461.356262,-0.152000
461.376221,-0.149000
461.396423,-0.149000
461.416504,-0.145000
461.436798,-0.142000
461.457062,-0.140000
461.477020,-0.139000
461.497070,-0.141000
461.517334,-0.143000
461.532410,-0.140000
461.557587,-0.137000
461.572540,-0.138000
461.597931,-0.140000
461.618042,-0.143000
461.638184,-0.145000
461.658203,-0.147000
461.678436,-0.149000
461.698425,-0.149000
461.718933,-0.152000
461.738739,-0.153000
461.754059,-0.152000
461.774139,-0.151000
461.799652,-0.154000
461.819458,-0.155000
461.839569,-0.157000
461.859558,-0.159000
461.874603,-0.159000
461.899841,-0.154000
461.920135,-0.156000
461.935089,-0.154000
461.955200,-0.151000
461.980591,-0.154000
462.000732,-0.155000
462.010742,-0.156000
462.035736,-0.159000
462.060913,-0.160000
462.076294,-0.159000
462.096161,-0.161000
462.121460,-0.163000
462.136597,-0.161000
462.156586,-0.158000
462.176849,-0.155000
462.202026,-0.153000
462.216980,-0.151000
462.237305,-0.151000
462.257294,-0.154000
462.277405,-0.156000
462.292603,-0.157000
462.317657,-0.158000
462.337952,-0.161000
462.357941,-0.163000
462.378113,-0.166000
462.398254,-0.168000
462.418396,-0.169000
462.438599,-0.171000
462.458710,-0.173000
462.478821,-0.174000
462.493927,-0.176000
462.519073,-0.176000
462.539307,-0.172000
462.554413,-0.171000
462.579529,-0.171000
462.599731,-0.168000
462.619751,-0.168000
462.639954,-0.170000
462.660034,-0.172000
462.680145,-0.174000
462.700409,-0.175000
462.715454,-0.176000
462.740601,-0.180000
462.755707,-0.181000
462.775879,-0.182000
462.796173,-0.182000
462.821259,-0.184000
462.841278,-0.185000
462.856415,-0.185000
462.876587,-0.188000
462.901672,-0.189000
462.921967,-0.190000
462.941956,-0.193000
462.957245,-0.194000
462.982422,-0.197000
462.992401,-0.197000
463.022675,-0.199000
463.042664,-0.196000
463.052917,-0.197000
463.078308,-0.199000
463.103180,-0.201000
463.123383,-0.203000
463.143311,-0.203000
463.163544,-0.203000
463.168701,-0.203000
463.173553,-0.204000
463.223907,-0.205000
463.239044,-0.205000
463.259186,-0.206000
463.279327,-0.208000
463.299469,-0.209000
463.319641,-0.206000
463.334717,-0.203000
463.359924,-0.205000
463.380371,-0.206000
463.395111,-0.208000
463.415253,-0.209000
463.440430,-0.210000
463.460541,-0.212000
463.475861,-0.213000
463.501007,-0.215000
463.521027,-0.216000
463.541565,-0.218000
463.561249,-0.220000
463.581390,-0.222000
463.596466,-0.224000
463.621735,-0.225000
463.641937,-0.226000
463.656952,-0.228000
463.682098,-0.230000
463.697266,-0.231000
463.722382,-0.232000
463.742615,-0.233000
463.757690,-0.234000
463.782806,-0.235000
463.803101,-0.237000
463.818024,-0.238000
463.843231,-0.239000
463.863342,-0.239000
463.873383,-0.238000
463.898682,-0.240000
463.923798,-0.237000
463.943909,-0.235000
463.958984,-0.235000
463.984222,-0.233000
464.004333,-0.229000
464.024872,-0.230000
464.044586,-0.229000
464.064911,-0.226000
464.079773,-0.228000
464.105103,-0.230000
464.120087,-0.231000
464.145294,-0.232000
464.165527,-0.233000
464.180725,-0.234000
464.200867,-0.229000
464.225952,-0.227000
464.240875,-0.227000
464.266144,-0.229000
464.286255,-0.227000
464.301453,-0.227000
464.321411,-0.229000
464.341644,-0.230000
464.361877,-0.232000
464.381989,-0.234000
464.402222,-0.234000
464.422363,-0.236000
464.442322,-0.239000
464.457733,-0.240000
464.482513,-0.240000
464.502716,-0.239000
464.517883,-0.238000
464.543030,-0.241000
464.563141,-0.242000
464.578400,-0.244000
464.603455,-0.244000
464.618774,-0.243000
464.638702,-0.245000
464.663910,-0.246000
464.684082,-0.242000
464.699249,-0.243000
464.724274,-0.245000
464.744385,-0.246000
464.764526,-0.248000
464.784851,-0.249000
464.804749,-0.250000
464.824982,-0.252000
464.845032,-0.251000
464.865265,-0.246000
464.885345,-0.242000
464.905487,-0.242000
464.925720,-0.242000
464.935638,-0.241000
464.965881,-0.236000
464.986084,-0.238000
464.996063,-0.238000
465.026398,-0.240000
465.046661,-0.241000
465.061737,-0.242000
465.086853,-0.243000
465.101929,-0.241000
465.126953,-0.237000
465.142365,-0.237000
465.162262,-0.235000
465.187531,-0.238000
465.207672,-0.239000
465.222778,-0.240000
465.247772,-0.243000
465.268036,-0.240000
465.283112,-0.237000
465.308228,-0.236000
465.328522,-0.237000
465.343658,-0.235000
465.363647,-0.234000
465.388824,-0.235000
465.404053,-0.237000
465.424103,-0.238000
465.439087,-0.235000
465.464844,-0.230000
465.484406,-0.228000
465.504669,-0.228000
465.524750,-0.227000
465.545074,-0.228000
465.565491,-0.228000
465.585205,-0.230000
465.605408,-0.230000
465.625580,-0.227000
465.645508,-0.227000
465.666107,-0.228000
465.680786,-0.229000
465.706177,-0.228000
465.726318,-0.230000
465.746368,-0.230000
465.766541,-0.228000
465.781403,-0.230000
465.806671,-0.231000
465.827057,-0.231000
465.841858,-0.231000
465.867310,-0.234000
465.887268,-0.234000
465.907471,-0.236000
465.922546,-0.238000
465.947754,-0.238000
465.952759,-0.238000
465.988190,-0.242000
466.007996,-0.243000
466.023315,-0.244000
466.048523,-0.245000
466.068604,-0.246000
466.088623,-0.248000
466.108856,-0.248000
466.128876,-0.243000
466.149231,-0.244000
466.169128,-0.245000
466.189423,-0.247000
466.204315,-0.246000
466.229645,-0.245000
466.244629,-0.242000
466.264709,-0.238000
466.279999,-0.235000
466.310577,-0.231000
466.325226,-0.233000
466.345856,-0.233000
466.365540,-0.234000
466.385590,-0.233000
466.405670,-0.232000
466.425781,-0.234000
466.446259,-0.235000
466.451080,-0.235000
466.486267,-0.233000
466.506439,-0.230000
466.526489,-0.228000
466.546967,-0.228000
466.566772,-0.230000
466.586914,-0.231000
466.607422,-0.232000
466.627197,-0.234000
466.647797,-0.234000
466.667603,-0.233000
466.687592,-0.233000
466.707886,-0.235000
466.727875,-0.235000
466.748047,-0.233000
466.768463,-0.229000
466.788300,-0.227000
466.808563,-0.229000
466.823669,-0.227000
466.843781,-0.229000
466.858765,-0.229000
466.888977,-0.225000
466.909180,-0.221000
466.929382,-0.217000
466.944397,-0.214000
466.965088,-0.204000
466.989716,-0.181000
467.009796,-0.165000
467.029938,-0.151000
467.050201,-0.132000
467.065582,-0.121000
467.085358,-0.108000
467.110535,-0.090000
467.130798,-0.074000
467.150787,-0.055000
467.170898,-0.037000
467.186035,-0.026000
467.211212,-0.020000
467.231415,-0.019000
467.246490,-0.017000
467.271759,-0.015000
467.286926,-0.013000
467.306885,-0.010000
467.332031,-0.006000
467.352081,-0.005000
467.372284,-0.004000
467.387482,-0.006000
467.412537,-0.010000
467.427765,-0.008000
467.452972,-0.010000
467.472992,-0.013000
467.488342,-0.015000
467.508209,-0.018000
467.528381,-0.022000
467.548523,-0.025000
467.563690,-0.028000
467.588959,-0.032000
467.608978,-0.030000
467.629211,-0.026000
467.649261,-0.023000
467.669342,-0.026000
467.689484,-0.029000
467.709961,-0.030000
467.729797,-0.034000
467.750092,-0.038000
467.770050,-0.037000
467.790222,-0.035000
467.805267,-0.036000
467.830475,-0.036000
467.850586,-0.037000
467.865662,-0.039000
467.890900,-0.042000
467.911163,-0.043000
467.926147,-0.043000
467.951416,-0.045000
467.971436,-0.043000
467.986816,-0.040000
468.012024,-0.037000
468.031799,-0.034000
468.052002,-0.033000
468.072174,-0.036000
468.092224,-0.039000
468.112366,-0.037000
468.122559,-0.036000
468.152679,-0.033000
468.172943,-0.037000
468.192932,-0.039000
468.213135,-0.042000
468.233215,-0.043000
468.253418,-0.045000
468.273560,-0.049000
468.288605,-0.051000
468.308716,-0.054000
468.334076,-0.053000
468.348938,-0.055000
468.369324,-0.058000
468.394318,-0.060000
468.399475,-0.060000
468.429535,-0.063000
468.454742,-0.067000
468.469971,-0.068000
468.490173,-0.071000
468.515442,-0.074000
468.530426,-0.073000
468.550293,-0.075000
468.575562,-0.078000
468.595825,-0.074000
468.610809,-0.074000
468.631195,-0.077000
468.651093,-0.078000
468.671204,-0.077000
468.691437,-0.074000
468.711426,-0.071000
468.731689,-0.068000
468.751953,-0.065000
468.771912,-0.062000
468.792114,-0.060000
468.812286,-0.057000
468.832306,-0.056000
468.852417,-0.058000
468.872498,-0.061000
468.877625,-0.061000
468.888397,-0.062000
468.928131,-0.062000
468.953339,-0.065000
468.973297,-0.067000
468.993378,-0.070000
469.013580,-0.072000
469.033630,-0.074000
469.048889,-0.076000
469.073975,-0.073000
